symbol,company,Business Content
SAVE,Spirit Airlinesエコスター A,格安航空会社
SB,Safe Bulkers Inc,ドライバルク船舶の取得、所有および運営に従事。
SBCF,Seacoast Banking Corporation of Florida,米国の銀行持株会社
SBET,SharpLink Gaming Ltd,ITサービスとコンサルティングビジネスセクターに従事。
SBEV,Splash Beverage Group Inc,飲料の製造、流通、販売を行う企業。
SBFG,SB Financial Group Inc,米国の銀行持株会社
SBFM,Sunshine Biopharma Inc,癌等の治療薬を開発する製薬会社。
SBGI,Sinclair Inc A,米国で事業を展開しているテレビ放送会社。
SBH,Sally Beauty Holdings,美容製品の販売に従事
SBLK,Star Bulk Carriers Corp ,マーシャル諸島籍の海運会社
SBOW,SilverBow Resources Inc,ヒューストンを拠点とするエネルギー会社。
SBSI,Southside Bancshares Inc,サウスサイド・バンクの銀行持株会社
SBT,Sterling Bancorp Inc MI,米国の銀行持株会社
SBUX,Starbucks,コーヒー専門店チェーン
SCCO,Southern Copper,大手銅山会社
SCHL,Scholastic Corporation,国際的出版・教育・メディア会社。
SCHW,Charles Schwab,金融サービス会社
SCI,Service Corporation International,斎場、墓地、火葬場を運営する葬儀社
SCKT,Socket Mobile Inc,米国のIT機器メーカー
SCL,Stepan Co,中間化学品と特殊化学品を製造、販売
SCLX,Scilex Holding Co,非オピオイド系治療薬関連企業
SCOR,Comscore Inc,クロスプラットフォーム測定会社。オーディエンス、ブランド、消費者動向を計測。
SCPH,Scpharmaceuticals Inc,米国の医薬品企業
SCPX,Scorpius Holdings Inc,市販用の細胞治療ワクチンの開発に従事しているバイオ医薬品会社
SCS,Steelcase Inc A,米国の家具製造会社
SCSC,Scansource,自動識別装置等を提供する会社。
SCVL,Shoe Carnival Inc,ファミリー向けの靴の小売会社
SCWX,Secure Works A,セキュリティソリューションを提供する会社
SCX,The LS Starrett Company A,産業、専門と消費者市場向けの製品を製造する米国企業
SCYX,SCYNEXIS Inc,抗感染症薬の開発と商業化に従事している会社
SDA,SunCar Technology Group Inc,自動車サービスや保険補償オプションを取り扱うオンライン保険会社
SDAC,Sustainable Development Acquisition I Corp.,スポーツ、メディア、エンターテインメントの分野に焦点を当てるブランクチェックカンパニー。
SDGR,Schrodinger Inc,化学シミュレーション・ソフトウェアの開発に従事する米国のソフトウェア企業
SDIG,Stronghold Digital Mining Inc A,暗号資産のマイニングを行う会社。
SDOT,Sadot Group Inc,食品サプライチェーン事業を行う会社。
SDPI,Superior Drilling Products Inc,掘削及び完成品ツールの技術を提供する会社。
SDRL,Seadrill Ltd,バミューダの海洋掘削請負業者
SEAC,SeaChange International Inc,マルチスクリーン、広告、およびオーバーザトップ（OTT）ビデオ管理ソリューションの提供を行う会社。
SEAT,Vivid Seats Inc,オンラインチケットマーケットプレイスを展開する会社。
SEB,Seaboard Corp,多様なグローバルアグリビジネスと運送会社を手がけている会社
SEDA,SDCL EDGE Acquisition Corporation A,輸送インフラセクターに注力するブランクチェックカンパニー。
SEDG,SolarEdge Technologies,太陽光発電の最適化と、太陽電池のモニタリング用ソリューションを提供している会社。
SEE,Sealed Air,機能性素材及び包装システムの開発・製造
SEED,Origin Agritech Ltd,中国本土で業務を展開する技術集中型の作物種子会社。
SEEL,Seelos Therapeutics Inc,中枢神経系、呼吸器疾患の治療のための技術と治療法の開発に注力する臨床段階のバイオ医薬品会社。
SEER,Seer Inc ,ナノ粒子テクノロジーを利用した米国のバイオテクノロジー企業
SEIC,SEI Investments,機関投資家や個人投資家に投資と業務ソリューションを提供
SEM,Select Medical Holdings Corp,長期療養病院とリハビリテーション施設を運営している会社
SEMR,SEMrush Holdings  Inc A,オンラインの可視性管理SaaSプラットフォームの提供に取り組む米国の企業
SENEA,Seneca Foods Corp A,米国の大手食品加工会社
SENEB,Seneca Foods Corporation,米国の大手食品加工会社
SENS,Senseonics Holdings  Inc,医療テクノロジー会社
SEPA,SEP Acquisition Corp A,eコマース関連に注力するブランクチェックカンパニー。
SER,Serina Therapeutics Inc,治療用分子に使用する独自のポリマー技術の開発を行っているアメリカのバイオテクノロジー企業。
SERA,Sera Prognostics Inc A,女性の健康診断会社。
SES,SES AI Corp,電子バッテリーを製造する会社。
SF,Stifel Financial,金融サービス持株会社
SFBC,Sound Financial Bancorp Inc,米国の銀行持株会社
SFBS,ServisFirst Bancshares Inc,商業向け取引バンキング、現金管理、プライベートバンキングを運営している銀行。
SFIX,Stitch Fix A,オンライン購読サービスおよびパーソナルショッピングプラットフォームを運営している会社
SFL,SFL Corporation Ltd,バミューダ諸島の船舶会社
SFM,Sprouts Farmers Market,全米でサービスを展開する小売食料品店チェーン会社
SFNC,Simmons First National Corp A,複数銀行の金融持株会社
SFST,Southern First Bancshares Inc,米国の銀行持株会社
SG,Sweetgreen Inc,サラダレストランのチェーン店を運営。サラダ、フローズンヨーグルト、栄養機能食品、季節限定商品などを提供
SGA,Saga Communications Inc A,米国のラジオ放送持株会社
SGBX,Safe and Green Holding Corp,組立金属製品およびハードウエア製品の製造に従事しているコンテナーメーカー。
SGC,Superior Group of Companies Inc,米国のユニフォーム会社
SGH,SMART Global Holdings,米国（ケイマン籍）IT関連持株会社。子会社を通じて、北米、南米、アジア、欧州等でメモリのデザイン・製造・販売に従事する。
SGHC,Super Group SGHC,オンライン賭博を運営する会社。
SGHT,Sight Sciences Inc,蔓延する眼疾患の治療のための外科的および非外科的技術の開発・商業化に従事。
SGLY,Singularity Future Technology Ltd,貨物物流サービスと暗号マイニングマシンの販売という2つのセグメントを通じて事業を展開する会社。
SGMA,SigmaTron International Inc,電子製造サービス（EMS）プロバイダー。
SGML,Sigma Lithium Corp,リチウム鉱床の探査と開発に従事。
SGMO,Sangamo Therapeutics,遺伝子制御における転写因子の調査、開発に従事するバイオテクノロジー会社
SGRP,SPAR Group Inc,国際的なマーチャンダイジングおよびマーケティングサービス会社。
SGRY,Surgery Partners Inc,米国のヘルスケア・サービス会社
SGU,Star Group LP,家庭用煖房器具を提供している会社
SHAK,Shake Shack A,ニューヨークを拠点にハンバーガーを中心としたチェーンストアを展開
SHBI,Shore Bancshares Inc,米国の金融持株会社
SHC,Sotera Health Company ,医療機器および製薬業界に滅菌などを提供している世界有数のプロバイダー
SHCO,Soho House &amp; Co Inc,グローバルな会員制プラットフォームを提供
SHCR,Sharecare Inc A,プラットフォームを介し、ヘルスケアプランをユーザーに提供し、健康管理の支援を行うデジタルヘルスケア企業。
SHEN,Shenandoah Telecommunications Company,子会社を通じて、電気通信サービスを手掛けている電気通信事業会社。
SHFS,SHF Holdings Inc,大麻関連事業を運営する会社に対しバンキングソリューションを提供する会社
SHIP,Seanergy Maritime Holdings,ドライバルクの海上輸送サービスを提供する国際的な企業。
SHLS,Shoals Technologies Group Inc ,太陽光を使用した分類再生エネルギー設備を提供している会社
SHOO,Steven Madden Ltd,ブランドファッション・ハンドバッグとアクセサリーの販売をしている会社
SHOP,Shopify A,カナダの世界最大のネットショップ作成プラットフォーム提供企業
SHOT,Safety Shot Inc,健康用品の製造を行う米国の企業
SHW,Sherwin-Williams,塗料会社
SHYF,Shyft Group Inc,商用車メーカー
SIBN,SI-BONE Inc,米国および国際的に独自の低侵襲外科用インプラントシステムを開発し、商品化している。腰痛の原因となる仙腸関節の機能不全を治療するために仙腸関節を融合するインプラントシステムであるiFuseを提供している。
SIDU,Sidus Space Inc A,宇宙関連事業をする会社。
SIEB,Siebert Financial Corp,米国の金融持株会社
SIF,SIFCO Industries Inc,航空宇宙、エネルギー、防衛市場へ鍛造部品を提供しているサプライヤー
SIG,Signet Jewelers,宝石・腕時計を販売するバミューダの企業
SIGA,SIGA Technologies Inc,米国の医薬品会社
SIGI,Selective Insurance Group Inc,子会社を通じて各種商業保険商品、代替リスク管理商品、管理医療および関連サービスを提供する保険持株会社。
SILC,"Silicom Ltd.,",マルチポートのギガバイト・イーサネット・サーバー・アダプターの設計、製造、販売、サポートを手掛ける通信機器会社。
SILK,Silk Road Medical Inc,手術器具を製造、販売している医療器具メーカー。
SILV,SilverCrest Metals Inc,カナダの金属探査会社。
SINT,SiNtx Technologies Inc,脊髄等の固定のために用いる、医療用窒化ケイ素の製造を行う米国のバイオマテリアル会社
SIRI,Sirius XM Holdings,衛星ラジオ放送会社
SISI,Shineco Inc,健康関連製品を製造する会社。
SITE,SiteOne Landscape Supply Inc,野外照明、肥料、草の種子、芝生ケア用器具、およびゴルフ場用アクセサリー商品などを提供している園芸用品販売会社。
SITM,SiTime Corp,シリコンを素材とするタイミングシステムの開発に従事する半導体企業
SIX,Six Flags Entertainment Corporation,テーマパーク、ウォーターパーク、動物園などを所有する教育サービス会社テーマパーク運営会社。
SJ,Scienjoy Holding Corp-A,ライブエンターテインメントのモバイルストリーミングプラットフォームを提供する企業。
SJM,The JM Smucker,食品製造販売
SJW,SJW Group,給水サービスを提供する公益事業会社
SKE,Skeena Resources Limited,カナダの鉱山開発会社。
SKIL,Skillsoft Corp,デジタル学習および人材ソリューションのプロバイダー。
SKIN,Beauty Health Co/The,美容製品を市場に投入することに焦点を当てた、カテゴリーを作成する美容ヘルス会社。
SKLZ,Skillz Inc,米国のゲーム・ソフトウェア企業
SKX,Skechers USA A,若者向けの靴製造・販売メーカー
SKY,Skyline Champion Corporation,独立系上場住宅会社。
SKYH,Sky Harbour Group Corporation,航空機のインフラ関連ビジネスを展開する会社。
SKYT,SkyWater Technology Inc,半導体の開発および製造を行う企業
SKYW,SkyWest Inc,地方航空会社を運営している会社
SKYX,SQL Technologies Corp,プラットフォームテクノロジを提供する会社。
SLAB,Silicon Laboratories,アナログ系混合シグナル IC（集積回路）メーカー
SLAM,Slam Corp A,スポーツ、メディア、エンターテインメント、ヘルスとウェルネス、コンシューマーテクノロジーの各セクターでの事業買収に注力する予定のブランクチェックカンパニー。
SLB,Schlumberger,石油サービス会社。世界の石油企業に対して、技術やプロジェクト管理、情報サービスを提供
SLCA,US Silica Holdings,工業用シリカと砂プロパントの生産会社
SLCT,Select Bancorp Inc,銀行持株会社
SLDB,Solid Biosciences Inc,筋ジストロフィー患者のための治療法および装置を開発
SLDP,Solid Power Inc,固体充電式バッテリーを製造する会社
SLE,Super League Enterprise Inc,eスポーツコミュニティとコンテンツプラットフォームを運営している会社。
SLF,Sun Life Financial,カナダの国際的な金融サービス会社
SLGL,Sol-Gel Technologies Ltd,製薬企業。皮膚疾患の治療にむけた製品の企画、開発、商品化を手掛ける。
SLGN,Silgan Holdings Inc,常温保存可能食品などの消費者向け製品用硬質包装材を製造
SLI,Standard Lithium Ltd,リチウム精製関連の会社。
SLM,SLM Corp,教育ローン・サービス会社
SLNA,Selina Hospitality PLC,旅行サービス会社
SLND,Southland Holdings Inc,橋、トンネル、水資源、海洋プロジェクトに焦点を当てた建設会社
SLNG,Stabilis Solutions Inc,米国の配電機器メーカー
SLNH,Soluna Holdings Inc,余剰の再生可能エネルギーをグローバルなコンピューティングリソースに変換するグリーンデータセンターの開発企業。
SLNO,Soleno Therapeutics Inc,バイオ医薬品関連企業。
SLP,Simulations Plus Inc,機械学習に基づく技術・ソフトウェアの開発
SLQT,SelectQuote Inc,保険契約比較サイトを運営
SLRX,Salarius Pharmaceuticals Inc,バイオテクノロジー会社
SLS,SELLAS Life Sciences Group Inc,リボ核酸（RNA）関連技術と免疫療法技術を開発するバイオ企業
SLVM,Sylvamo Corporation,原紙とパルプ原料を製造しています。 原紙、紙パルプを製造する会社。
SM,SM Energy Co,米国の石油・天然ガス会社
SMAR,Smartsheet A,インターネットソフトウェアソリューションを開発する会社。業務執行と管理のため、クラウドベースのプラットフォームを提供している。
SMBC,Southern Missouri Bancorp,Southern Bank持株会社
SMBK,SmartFinancial Inc,米国の銀行持株会社
SMCI,Super Micro Computer Inc,企業IT、データセンター、クラウドコンピューティングを開発・提供するコンピュータシステムメーカー
SMFL,Smart For Life Inc,健康関連製品を製造する会社。
SMG,Scotts Miracle Gro,米国の園芸用品メーカー。
SMHI,SEACOR Marine Holdings Inc,米国の沖合輸送事業持株会社
SMID,Smith-Midland Corp,コンクリートメーカー。
SMLR,Semler Scientific Inc,医療従事者に技術ソリューションを提供する会社。
SMMT,Summit Therapeutics Inc,既存疾病または治療法のない疾病の新規治療薬を開発
SMP,Standard Motor Products Inc,アフターマーケット向け自動車部品を製造・販売している会社
SMPL,Simply Good Foods Co,栄養食品やスナック製品の開発・販売をしている会社
SMR,NuScale Power Corp A,原子力小型モジュール炉（SMR）技術会社
SMRT,SmartRent Inc,エンタープライズソフトウエアを製造する会社。
SMSI,Smith Micro Software Inc,モバイルシステムのソフトウエアサービス会社
SMTC,Semtech Corporation,アナログ、ミックスド・シグナル半導体メーカー。
SMTI,Sanara Medtech Inc,主に手術用品などのヘルスケア製品を手掛ける。
SMWB,SimilarWeb Ltd,デジタルインテリジェンスのオンラインプラットフォームを提供するイスラエルの企業
SNA,Snap-on,工具、機器関連のソリューション会社
SNAP,Snap A,カメラ関連製品、携帯電話用アプリケーションの開発と販売をしている会社
SNAX,Stryve Foods Inc,健康に配慮したスナック菓子を製造販売する会社
SNBR,Sleep Number,エアーベッド・マットレスのメーカー
SNCR,Synchronoss Technologies Inc,トランザクション管理ソリューションのプロバイダー
SNCY,Sun Country Airlines Holdings  Inc,米国の持株会社。子会社サン・カントリー航空を通し、定期旅客サービスおよび貨物サービスを提供。
SND,Smart Sand Inc,北米でプロパント（砂粒上の物質）製品、物流サービスを提供している会社。
SNDA,Sonida Senior Living,高齢者向け住宅コミュニティを運営している企業
SNDL,SNDL Inc,処方薬、健康のための大麻製品を提供する会社
SNDR,Schneider National Inc B,輸送・物流サービス会社
SNDX,Syndax Pharmaceuticals Inc,バイオ医薬品企業。腫瘍、肺がん、乳がん、血液がんに対する治療を提供する。
SNES,Senestech Inc,動物の出生コントロールにより、害虫の個体数を管理する技術の開発に従事。
SNEX,StoneX Group Inc.,コモディティ、通貨、国際証券の取引やアドバイザリーなどを世界各地で提供する金融サービス持株会社。
SNFCA,Security National Financial CorporationA,米国の金融サービス持株会社
SNGX,Soligenix Inc,米国のバイオ医薬品企業
SNOA,Sonoma Pharmaceuticals,感染症を防ぐ医薬品を製造する医療品メーカー
SNOW,Snowflake Inc A,クラウドベースのデータウェアハウスなどを提供
SNPO,Snap One Holdings Corp,子会社を通じて、スマートホーム製品およびサービスを提供。
SNPS,Synopsys,電子設計自動化ソリューション提供会社
SNPX,Synaptogenix Inc,神経変性疾患や発達障害の患者向けの治療薬の開発に注力する会社。
SNSE,Sensei Biotherapeutics Inc,米国のバイオ医薬品メーカー。がん治療を対象とする免疫療法の開発に従事する。
SNT,Senstar Technologies,米国の境界セキュリティシステムメーカー
SNTG,Sentage Holdings Inc,包括的な金融サービスを提供する金融サービスプロバイダー。
SNTI,Senti Biosciences Inc,次世代の細胞治療や遺伝子治療によるアプローチで医薬品を提供。
SNV,Synovus Financial,商業およびリテール銀行業務、投資サービスを提供する金融持株会社
SNX,TD SYNNEX Corp,情報技術（IT）サプライチェーン・サービス会社。OEMメーカーとソフトウエア出版社向けに世界中でサービスを提供。
SO,Southern,公益事業持株会社
SOAR,Volato Group Inc,プライベートジェットを提供
SOC,Sable Offshore Corp,海上石油・ガス資産の調査・開発、生産した石油を輸送するパイプラインの管理を行う。
SOFI,SoFi Technologies Inc A,金融サービスプラットフォームを提供する会社。
SOI,Solaris Oilfield Infrastructure Inc A,米国の石油・天然ガス採掘・製造サービス会社
SOLV,Solventum Corp,ヘルスケアソリューションの開発、製造、商業化に取り組む
SON,Sonoco Products Company,世界の企業・個人向けに梱包ソリューションを提供している梱包材メーカー。
SOND,Sonder Holdings Inc,旅行者向け宿泊施設を提供する会社
SONM,Sonim Technologies Inc,米国のスマートフォンおよび付属品販売会社
SONO,Sonos,オーディオ機器メーカー。家庭用のオーディオ製品の製造。
SOPA,Society Pass Inc,医薬品の研究・開発を行うバイオ医薬品・ヘルスケアテクノロジー企業。
SOPH,Sophia Genetics SA,ソフトウェア発行事業を行うスイスを拠点とする会社。
SOTK,Sono-Tek Corporation,超音波コーティング装置の設計製造を行う会社。
SP,SP Plus Corp,米国・カナダにおいて、私企業、公企業の顧客向けに、駐車管理、地上輸送とその他の付帯サービスを提供している会社
SPB,Spectrum Brands Holdings Inc,電池、パーソナルケア製品、小型家電製品、ペット用品などのブランド製品を提供している会社
SPCB,SuperCom Ltd,政府、民間、公的機関に高度な安全、識別、セキュリティに関する製品およびソリューションを提供している会社
SPCE,Virgin Galactic Holdings Inc,米国の航空宇宙会社。
SPEC,Spectaire Holdings Inc,特許取得済みのポータブル質量分析システムを製造、販売、設置。
SPFI,South Plains Financial Inc,米国の銀行業と保険業を運営している持株会社
SPGI,S&amp;P Global,格付けやベンチマーク、分析などの金融情報サービスプロバイダ
SPHR,Sphere Entertainment Corp,スポーツ等のライブストリーミング配信を提供
SPI,SPI Energy Co Ltd ,再生可能エネルギー・グリーンエネルギーソリューションを手がける企業。
SPIR,Spire Global Inc A,宇宙関連ビジネスをしている会社。
SPLK,Splunk,データ解析ソフトウェアメーカー
SPNS,Sapiens International Corp NV,イスラエルに本社を置くケイマン籍のソフトウェアソリューションプロバイダー。
SPNT,SiriusPoint Ltd,バミューダ籍の保険持株会社
SPOK,Spok Holdings Inc,ワイヤレス事業とソフトウェア事業を展開する米国の持株会社
SPOT,Spotify,2006年にスウェーデン（ルクセンブルク籍）で創業した音楽配信世界最大手。音楽のストリーミング配信サービス、及び同サービスを運営している。
SPR,Spirit AeroSystems Holdings A,子会社を通じ、民間・軍用機の航空機構造の設計・製造を手掛ける
SPRB,Spruce Biosciences Inc,希少疾病用医薬品の開発などを行うバイオテック企業。
SPRC,SciSparc Ltd,イスラエルの製薬会社。
SPRO,Spero Therapeutics Inc,バイオ医薬品関連企業。
SPRY,ARS Pharmaceuticals Inc,臨床段階のバイオ医薬品会社
SPSC,SPS Commerce Inc,サプライチェーン管理ソリューションの米国プロバイダー
SPT,Sprout Social Inc A,米国のソーシャルメディア（SNS)管理プラットフォーム企業
SPTN,SpartanNash Co,米国内外の米国軍に提供する食料の収集・配送の支援も手掛ける食品の卸売・小売サービス会社。
SPWH,Sportsman's Warehouse Holdings Inc,米国でスポーツ用品店を運営
SPWR,SunPower,太陽光発電製品会社
SPXC,SPX Technologies Inc,発電、化学処理、製薬、建設・インフラなどを手掛ける専門機器メーカー
SQ,Block Inc,モバイル決済ソリューションを提供している会社
SQSP,Squarespace Inc,中小企業や個人がウェブサイト構築し、オンラインストアを立ち上げるためのプラットフォーム
SR,Spire Inc,天然ガスの小売流通に関わる公益事業法人。
SRAD,Sportradar Group AG,スポーツベッティングとスポーツエンタテインメントの製品とサービスを提供。
SRCE,1st Source Corp,銀行持株会社
SRCL,Stericycle,規制対象医療廃棄物の処理サービス会社
SRDX,Surmodics Inc,ヘルスケア業界への薬物送達および表面改質技術のプロバイダー
SRE,Sempra Energy,エネルギー・サービス持株会社
SRI,Stoneridge Inc,米国の電気・電子部品メーカー
SRL,Scully Royalty Ltd,統合されたマーチャントバンキング会社として運営されているケイマン籍の会社。
SRPT,Sarepta Therapeutics,奇病と伝染病両方の治療に用いる独自のRNA（リボ核酸）ベースの治療法発見と開発を手掛けるバイオ医薬品会社。
SRRK,Scholar Rock Holding,生物医薬品企業として事業を行っている。神経筋障害、ガン、線維症、貧血を含む疾患の治療薬の発見および開発を手掛ける。
SRTS,Sensus Healthcare Inc,医療機器を製造する会社。
SRZN,Surrozen Inc,米国のバイオテクノロジー企業。
SSB,South State Corporation,米国の銀行持株会社
SSBI,Summit State Bank,米国の州特許商業銀行
SSBK,Southern States Bancshares Inc,銀行持ち株会社
SSD,Simpson Manufacturing Co Inc,米国の資材会社
SSKN,STRATA Skin Sciences Inc,医療技術を提供する会社。
SSNC,SS&amp;C Technologies Holdings Inc,コンピューター・ソフトウエアを開発・販売するソフトウエア会社。
SSNT,SilverSun Technologies Inc,コンサルティング会社。
SSP,The EW Scripps Company A,テレビ局、新聞紙、デジタルの地元ニュースサイトにおける権益を所有するメディア企業
SSRM,SSR Mining Inc,銀鉱山の買収、探査、開発、事業運営に従事している銀採掘業者
SST,System1 Inc,ソフトウエアソリューションを提供する会社。
SSTI,SoundThinking Inc,セキュリティ製品とサービスを提供している会社。
SSTK,Shutterstock Inc,米国の写真サイト運営会社
SSY,SunLink Health Systems Inc,ヘルスケアビジネスをする会社。
SSYS,Stratasys,イスラエルの3Dプリンタメーカー
ST,Sensata Technologies Holding PLC,センサー及び制御機械を開発・製造・販売することにより、工業技術を提供している企業
STAA,Staar Surgical Co,眼内に移植可能なレンズを開発、製造、販売している米国の会社。
STAF,Staffing 360 Solutions  Inc,国際的な人材派遣会社
STBA,S&amp;T Bancorp Inc,銀行持株会社
STC,Stewart Information Services Corp,グローバルタイトル保険・不動産サービス会社
STCN,Steel Connect Inc,米国のサプライチェーン管理サービス会社
STE,STERIS PLC,感染予防などの医療製品･サービスを提供している企業
STEL,Stellar Bancorp Inc,米国の銀行持株会社
STEM,Stem Inc,スマートバッテリーストレージソリューションを提供・運用する。
STEP,StepStone Group Inc A,投資アドバイスサービスを提供する米国の企業
STER,Sterling Check Corp,本人確認のスクリーニングサービスを提供する会社。
STGW,Stagwell Inc,マーケティングおよび関連コンサルティングサービスを提供。
STIM,Neuronetics,精神障害患者の生活の質を向上するための医療機器の開発・製造・販売に従事する医療機器メーカー。
STKL,SunOpta Inc,植物ベースとフルーツベースの食品及び飲料製品の製造を行う会社。
STKS,The ONE Group Hospitality Inc,米国のホスピタリティ企業
STLA,Stellantis NV,車両の設計、エンジニアリング、製造、流通、販売を行う
STLD,Steel Dynamics,圧延鋼の小規模製鋼所と冷間圧延製鋼所を所有・運営する鉄鋼会社
STN,Stantec Inc,インフラや施設に関する専門的なサービスを提供する会社。
STNE,Stoneco Ltd A,ブラジル(ケイマン籍)の電子商取引ソリューションプロバイダー。電子商取引を円滑に行うため、Wi-Fiとデータ対応端末機器を提供する。
STNG,Scorpio Tankers Inc,モナコの海運会社
STOK,Stoke Therapeutics Inc,RNA（リボ核酸）をターゲットとした根本治療法の開発を行うバイオテクノロジー会社
STR,Sitio Royalties Corp A,石油及びガス鉱物会社。
STRA,Strategic Education Inc,社会人向けに、経営、行政、会計、および情報技術分野の大学・大学院課程コースを提供する教育サービス会社。
STRL,Sterling Infrastructure Inc,高速道路の舗装、橋、上下水道、軽鉄道関連ビジネスを展開する会社。
STRM,Streamline Health Solutions Inc,医療情報技術ソリューションおよび関連サービスを提供する会社。
STRO,Sutro Biopharma Inc,バイオ医薬品の開発をしている企業
STRR,Star Equity Holdings Inc,医療用画像診断システムの販売をしている会社
STRS,Stratus Properties Inc,不動産の取得、開発、管理、運営及び販売に従事している会社
STRT,Strattec Security Corp,米国のセキュリティ製品メーカー
STT,State Street,機関投資家への情報提供と金融資産管理を世界的に行う会社
STTK,Shattuck Labs Inc,両面融合タンパク質の開発に取り組む臨床段階のバイオテクノロジー会社。
STX,Seagate Technology,アイルランドのハードディスクドライブメーカー
STXS,Stereotaxis Inc,血管内処置を行うロボット技術の開発に従事。
STZ,Constellation Brands A,アルコール飲料会社
SU,Suncor Energy,カナダの総合エネルギー企業
SUM,Summit Materials Inc A,米国の建設資材会社
SUP,Superior Industries International Inc,相手先商標製品の製造会社(OEM)向けアルミロードホイールの設計・製造をしている会社
SUPN,Supernus Pharmaceuticals Inc,米国の製薬会社
SURG,SurgePays Inc,流通サービスを提供する会社。
SVRA,Savara Inc,致死性呼吸器疾患の治療法を開発している米国のバイオ医薬品企業
SVT,Servotronics Inc,消費財を製造する会社。
SWAG,Stran &amp; Company Inc,マーケティングソリューションプロバイダ
SWAV,Shockwave Medical Inc,米国の医療機器メーカー。
SWBI,Smith &amp; Wesson Brands Inc,銃器メーカー
SWI,SolarWinds Corp,情報技術管理ソフトウェアの設計・開発。
SWIM,Latham Group  Inc,住宅用プールの設計、製造、販売を行う米国の企業
SWK,Stanley Black &amp; Decker,工具およびソリューションの総合供給会社
SWKH,SWK Holdings Corporation,ライフサイエンス関連の企業、機関および発明者に幅広く資本を提供
SWKS,Skyworks Solutions,ワイヤレス半導体メーカー
SWN,Southwestern Energy,独立系エネルギー会社。 米国での天然ガスや石油の探査、開発、生産 （E&P） に注力
SWSS,Clean Energy Special Situations Corp,ブランクチェックカンパニー。
SWTX,SpringWorks Therapeutics Inc,米国のバイオ医薬品メーカー。
SWVL,Swvl Holdings Corp A,配車サービスを提供。
SWX,Southwest Gas Holdings Inc,子会社を通じ、天然ガス事業の運営、建設のほか、販売も手掛ける持株会社。
SXC,SunCoke Energy Inc,米国のコークス製造業者
SXI,Standex International Corp,多様な産業市場区分に一連の製品とサービスを提供するメーカー
SXT,Sensient Technologies,インクジェット・プリンター用インク、化粧品・医療品用添加物、食品・飲料用フレーバーなどを製造している化学品メーカー
SYBT,Stock Yards Bancorp Inc,米国の銀行持株会社
SYBX,Synlogic Inc,バイオ医薬品とがん免疫の会社
SYF,Synchrony Financial,消費者金融サービス会社
SYK,Stryker,手術用特殊医療製品を開発、製造、販売
SYM,Symbotic Inc,人工知能（ＡＩ）を活用した物流施設の効率化技術を手掛け、北米で小売業者や食品スーパー、卸売業者などにサービスを提供。
SYNA,Synaptics,カスタム設計のユーザー・インター フェース・ソリューションメーカー
SYPR,Sypris Solutions Inc,宇宙関連事業をする会社。
SYRE,Spyre Therapeutics Inc,先天性の代謝疾患やがん治療のための治療用酵素の開発に注力する米国のバイオテクノロジー企業。
SYRS,Syros Pharmaceuticals Inc,バイオ医薬品会社。がんや免疫介在性疾患の治療薬の開発、遺伝子制御医薬品のパイプライン構築に従事。
SYTA,Siyata Mobile Inc,通信ソリューション開発をする会社。
SYY,Sysco,食品と関連製品の供給会社
T,AT&amp;T,電話最大手。旧SBCコミュニケーションズ。AT&T Corp買収に伴い社名変更
TAC,TransAlta Corporation,発電会社。
TACT,TransAct Technologies Inc,トランザクションプリンターの設計・開発・組立・販売・修理をしている会社
TAIT,Taitron Components Incorporated A,（ODM）製品のサプライヤー。
TALK,Talkspace Inc,ヘルスケアプラトフォームを提供する会社。
TALO,Talos Energy Inc,米国の石油・ガス企業
TANH,Tantech Holdings Ltd,バイオテクノロジー会社
TAOP,Taoping Inc,統合クラウドベースのプラットフォームおよびビッグ・データソリューションのプロバイダ
TAP,Molson Coors Beverage B,ビール会社
TARA,Protara Therapeutics Inc,希少疾患・特定疾患患者の医療ニーズに応える医薬品を製造するバイオ医薬品会社。
TARO,Taro Pharmaceutical Industries Ltd,多国籍（マルチナショナル）製薬会社
TARS,Tarsus Pharmaceuticals  Inc,眼瞼炎の治療方法を開発する米国のバイオテクノロジー企業
TASK,TaskUS Inc A,デジタルエコノミーに特化したアウトソーシングとカスタマー・エクスペリエンスを提供。
TAST,Carrols Restaurant Group Inc,米国の持株会社
TATT,TAT Technologies Ltd,エンジニアリングと産業セクターに注力する会社。
TAYD,Taylor Devices Inc,多様な種類の機械、装置及び構造物に使用される衝撃吸収、速度制御、エネルギー貯蔵装置の設計製造販売を行う会社。
TBBK,The Bancorp Inc,米国の金融持株会社
TBI,TrueBlue Inc,米国の作業職・現場職専門人材派遣会社
TBIO,Translate Bio Inc,米国のバイオ企業
TBLA,Taboola.com Ltd,AI関連ビジネスを展開する会社。
TBLT,Toughbuilt Industries Inc,建設関連の会社。
TBNK,Territorial Bancorp Inc,Territorial Savings Bankを100％所有する貯蓄銀行
TBPH,Theravance Biopharma Inc,細菌感染、中枢神経系、呼吸器疾患治療のための研究開発を行うケイマン籍のバイオ医薬品会社
TBRG,TruBridge Inc,ヘルスケア情報テクノロジー企業
TCBC,TC Bancshares Inc,ローン関連事業の金融持株会社。
TCBI,Texas Capital Bancshares,銀行持株と金融持株会社。融資、預金口座などの金融商品やサービスを顧客に提供している。
